id,question,author,answer,date,answer_relevance,Relevant,25,,
19257,"Has the Prime Minister seen that, in the statement which arose from the meeting of the economic committee of the General Council of the TUC, great stress was laid on the measures that Government should take to reduce unemployment? Is he aware that the President of the United States is implementing the programme of the American trade union movement with whose support he was elected and is spending $25,000 million to create 1,100,000 new jobs? In his forthcoming discussions with the President, will my right hon. Friend agree that Great Britain should have a similar policy and should abandon the policy of not spending more public money to save jobs but rather of allowing unemployment to remain at its present high level?",Mr. John Mendelson,"Such a policy will be appropriate when the Government secure, as they intend, a level of inflation and a balance of payments surplus that are comparable to those of the United States. Even apart from that,  the two cases are not equal and the same remedies are not applicable.",17/02/1977,0.2502,,,,
19404,"In view of the partial report on yesterday's Cabinet meeting which appears in The Times today, in which it is reported that four Cabinet Ministers threatened to resign over the deal with the Liberals, should not the right hon. Gentleman place in the Library a record of what took place yesterday so that the House and the country can judge the extent to which the Liberal Party has betrayed its erstwhile supporters?",Mr. Gow,"As the hon. Gentleman knows, there is no ministerial responsibility, thank God, for what appears in the Press. I would certainly advise the hon. Gentleman not to believe everything that he reads even in august newspapers like The Times.",24/03/1977,0.0672,,,,
19551,"When my right hon. Friend next meets the Chairman of the Central Electricity Generating Board, will he discuss with him the fact that both he and the Secretary of State for Energy have now clearly decided what ""good girls"" they are and in the matter of Drax B have agreed on the price? In those circumstances, will he assure the House that the order for Drax B, on which thousands of jobs in my constituency and in Scotland depend, will be brought forward with the minimum of delay?",Mr. Thomas,"I can give my hon. Friend an assurance that the order for the Drax B power station will be made with the minimum of delay. I do not wish to quantify that, but discussions are proceeding urgently—indeed, at almost daily intervals. We are well aware of the circumstances and my hon. Friend has represented his case fully. We shall have to see how we can bring this to a conclusion. There are certain conclusions that the Government would like to achieve that would improve the health of the industry, but, whatever the result of those conclusions, Drax B will have to be ordered.",12/05/1977,0.1599,,,,
19698,"In regard to the power plant sector, on which my right hon. Friend has no doubt heard the views of the Confederation of Shipbuilding and Engineering Unions about the prospects for a GEC monopoly of the industry, is he aware that his halo over Drax B is, like all haloes, only nine inches away from becoming a noose? In view of the urgency of the situation, will he give a firm undertaking that the Government will reach a decision on this much-prevaricated matter before the impending redundancies at C. A. Parsons and Babcock and Wilcox are implemented?",Mr. Thomas,"There is an important difference of opinion here. The GEC management, the National Enterprise Board, the CPRS and the Government all take the view that the industry should be restructured if it is to have a long-term future. My hon. Friend is vehemently opposed to that and is supporting the workers of Parsons and the unions involved. However, that does not alter the nature of the argument and the Government must look at the long-term interests. We cannot enforce such a restructuring. I am glad that it is going ahead on the boiler-making side, but my hon. Friend has not been able to persuade his constituents in Parsons—if he has tried—that a similar restructuring of the turbo-generator side would be in their interests. As he has not done that and the Government cannot do it, we shall have to consider the future of Parsons against the present position and announce our decision as soon as we have reached a conclusion.",05/07/1977,0.1637,,,,
19845,"Does the Prime Minister agree that the best way for the textile industry to survive is for it to face fair competition? Supporting the point made by the hon. Member for Rossendale (Mr. Noble), is it not wrong that successive Governments, including the right hon. Gentleman's Government, have allowed the import penetration from Third World and other underdeveloped countries to undermine one of the most strategically important industries of this country? Will the right hon. Gentleman give an assurance to the House that his Government will maintain a robust attitude in renegotiation of the MFA?",Mr. Nicholas Winterton,"Thanks in large part to my right hon. Friend the Secretary of State for Trade, the EEC has said that it will not renew the Multi-Fibre Arrangement in December unless the results of the negotiations are satisfactory. We shall certainly do our best to ensure that that is so. I think that the Community is being tougher in some respects, and this seems to be of value in the long term.",10/11/1977,0.0761,,,,
19992,"If my right hon. Friend gets on the wrong train when he does not intend to go to Welling and by some fortunate mischance lands up in Smethwick, will he make a speech there roundly condemning the racialist nonsense and the Nazi nature of the National Front? I can assure him of a very sympathetic hearing from the moderate and tolerant people of the West Midlands.",Mr. Faulds,"My hon. Friend has always been in the forefront in condemnation of this sort. I reiterate how pleased I am that the broadcast undertaken on behalf of the Labour Party last week has aroused such public interest, and, I am glad to say, some controversy, too, because it is as well that our attitudes should be clearly out in the open and that we should understand where we are. All my hon. Friends and I stand against racialism of any description at any time and in any place.",15/12/1977,-0.0001,,,,
20139,"In view of the recent tensions between Select Committees and members of the Government about certain key witnesses, will the Prime Minister define rather more clearly the relationship and the amount of information that can be given by Ministers to Members of Parliament? Does he think that Select Committees are a waste of time?",Mr. Moonman,"I do not think that Select Committees are a waste of time. They can do a very useful job, provided that the working assumptions as to the responsibilities of Select Committees and the Government are observed. The general understanding is that Ministers should always observe them and should be as helpful as possible to Select Committees in trying to satisfy their requests for information. It is well known to both sides that there are difficulties from time to time about this in matters of commercial interest. This has arisen because of a recent dispute; I shall not pronounce on that now. Generally speaking, Ministers know that when they go before Select Committees they go to give all the help they can.",14/02/1978,0.4236,,,,
20286,"When the Prime Minister meets the President, will he make clear to him that the remarks of Senator Kennedy and other Irish Americans on the subject of Northern Ireland are not helpful, and continue only to inflame the situation in Northern Ireland?",Mr. Michael Morris,There are many things that I could discuss with the President. I do not think that I shall concentrate so much on the matters that might divide us as on the positive action that we might take during the coming months to try to escape from the world recession.,21/03/1978,0.068,,,,
20433,"Does my right hon. Friend understand that, as a result of earlier exchanges, at the next election the Leader of the Opposition will jettison The Right Approach"" in favour of Mao Tse Tung's ""Little Red Book""?""",Mr. Hughes,"I note that there is a difference in the right hon. Lady's attitude according to which Communist regime she happens to have visited. Both Yugoslavia and China are in her good books. She has visited both countries. The Soviet Union is not in her good books. She has not yet visited it. I do not know whether her opinion will change if she does, but I promise her that my opinion will change about neither of these States according to whether I visit them or not. Neither of them fits my concept of the way in which this country wants to go.",02/05/1978,0.0157,,,,
20580,asked the Prime Minister if he will list his official engagements for 6th June.,Mr. Ovenden,I refer my hon. Friend to the reply which I gave earlier today to my hon. Friend the Member for Sowerby (Mr. Madden).,06/06/1978,0.0031,,,,
20727,asked the Prime Minister if he is satisfied with coordination between the Departments of Industry and Employment in connection with procedures for issuing industrial development certificates.,Mrs. Renée Short,Yes.,04/07/1978,0.0014,,,,
20874,Does the Prime Minister recognise that the TUC and the CBI are among many outside bodies which have a legitimate interest in ensuring that this House can scrutinise legislation and the  work of government more effectively? Will he discuss with them and many others the proposals of the Committee of this House which has already reported —the report is being published now—to make the House a more effective democratic body?,Mr. Beith,"I understand that the report of the Select Committee on Procedure came out one minute ago. I have not had the opportunity of reading it, but I am sure that it will make light holiday reading for all of us. Having considered it, we can consider what steps should be taken next Session to see what proposals should be put into effect.",03/08/1978,0.2813,,,,
21021,asked the Prime Minister when he last met the heads of nationalised industries.,Mr. Ward,I met some of the heads of the nationalised industries at a meeting of the National Economic Development Council yesterday. Any further meetings will be arranged as necessary.,07/12/1978,0.1793,,,,
21168,"Will the right hon. Gentleman be taking the opportunity today to clear up the confusion that has been created in local government circles and within his Cabinet following his ambiguous remarks at the weekend on local authority pay settlements? Has he seen that Mr. Alan Fisher has already interpreted that speech as giving the green light for settlements up to 14 per cent  Is that so? If not, will he repudiate Mr. Fisher and give a firm pledge of his full support to local authority employers who will be standing firm against unreasonable and inflationary demands of that sort in the interests of their ratepayers?",Mr. Hunt,"I am grateful to the hon. Gentleman for asking me about that. I am sorry if my remarks on Saturday led to any confusion. They were intended to be a clarification on a firm basis. It is not the first time that that sort of thing has gone adrift. I said and meant that the Government have told the employers that they are prepared to finance their share of an offer of 8·8 per cent. through the rate support grant. I wish the House to know exactly what was in my mind when I went a little further. As an old negotiator I know that sometimes— Hold it. We are talking about serious matters. I know that another 0·1 per cent. or 0·2 per cent. may bring a settlement that otherwise would not be achieved. A margin is needed at the negotiating edge. That is what I meant. Unfortunately, that is not what was interpreted. Some seemed to think that the sky was the limit. I am grateful to the hon. Gentleman for giving me the opportunity of making that clear.",06/02/1979,0.2713,,,,
21315,"When my right hon. Friend meets the TUC, will he make clear how the Leader of the Opposition disapproved of his endeavours to defend the British people, especially on prices? If, by some tragedy, she came to power, recent industrial skirmishes would appear trivial. The attitude of the Leader of the Opposition on issues that affect ordinary  working people would cause the most serious crisis this country has ever faced.",Mr. Molloy,"Yes, Sir. I can understand my hon. Friend's concern about these matters, although I was glad to see that the hon. Member for St. Ives (Mr. Nott), who does not appear to be here this afternoon, made a similar statement. It repeated, in perhaps even more vicious language than mine, what I said at the European Council. I understand that the right hon. Member for Sidcup (Mr. Heath) has been on the air today expressing his view. I do not envy the right hon. Lady the Leader of the Opposition the task of trying to put those views together.",15/03/1979,0.1513,,,,
21462,"Is my right hon. Friend satisfied that the SALT treaty which the President is about to sign adequately defends the interests of the European nations, including Britain? If she shares the doubts of Senator Jackson and others, will she tell the President that he must take into account the British negotiating view as well?",Mr. Latham,"We look forward to studying the full text of SALT II, which we have not yet seen. The United States has made clear that SALT II will not affect existing co-operation within the Alliance. So far as our own position is concerned, we have received assurances that there is nothing in the agreement to prevent us from ensuring the continuing effectiveness of Britain's nuclear deterrent.",14/06/1979,0.0264,,,,
21609,asked the Prime Minister if she will list her official engagements for 19 July.,Mr. Winnick,I refer the hon. Gentleman to the reply that I gave earlier.,19/07/1979,-0.0165,,,,
21756,"In view of an earlier supplementary question, may I ask you, Mr. Speaker, whether it is the normal courtesy of the House that when an hon. Member intends to raise a matter relating to another hon. Member's constituency he gives him notice of that? May I inform the right hon. Lady that this is an extremely delicate constituency matter? It would be wrong for her or her hon. Friend the Under-Secretary of State for Education and Science, who replied to the debate last night, to do or say anything that might pre-empt a decision which the Secretary of State for Education and Science  will probably have to take fairly shortly. Will she confirm that that is the case?",Mr. John Grant,Nothing will stop me from saying that a previous headmaster of the school was an extremely good headmaster.,06/11/1979,-0.004,,,,
21903,"Will the right hon. Lady, when she has time, ponder on the fact that many of her more enlightened hon. Friends refused to vote in the recent proposals on immigration? Will she take great heed of that fact, because many people in Europe, particularly in the EEC, will find it a little queer that our first woman Prime Minister has made proposals for discrimination against her own  sex—that is, the women in this country who have received settlement rights?",Mr. Bidwell,The hon. Gentleman forgets that the vast majority of my enlightened hon. Friends fully supported the Government in carrying out the proposals which were foreshadowed in the manifesto.,06/12/1979,0.3002,,,,
22050,If the Prime Minister visits Drongan will she compare the excellent local authority sheltered housing there with the old people's homes highlighted recently in The Sunday Times? Will she ask the Secretary of State for Social Services and the Attorney-General to look into the laws governing old people's homes and the case of Olive St. Barbe in particular?,Mr. Foulkes,I am happy to report that many of us have excellent sheltered housing and old peoples' homes in our constituencies. When we once again have economic expansion we will be able to provide more of them. If the hon. Gentleman has particular cases in mind I am sure that he will refer them to my right hon. Friend the Secretary of State.,29/01/1980,0.424,,,,
22197,"During the course of her busy day, will the Prime Minister  consider the insidious effect of the activities of members of the Unification Church—known as moonies""—and the threat that is thereby posed to family unity? Will she consider taking measures to alert and protect citizens from such activities?""",Mr. John Browne,I am quite prepared to consider any proposition that my hon. Friend puts to me on the subject.,26/02/1980,0.3458,,,,
22344,"Is the Prime Minister aware that at a meeting this morning dock shop stewards throughout the country decided to make the strike in Liverpool docks in support of the steel workers a national one? Is not this another example of how the Prime Minister and Government policy have galvanised the trade union movement into taking action against confrontation policies? Will the Prime Minister change her policy to that of conciliation, and start by dropping the Employment Bill?",Mr. Allan Roberts,"One of the outstanding things in the last few weeks of the steel strike has been the way that ordinary members of trade unions have kept on at their jobs and not come out in support of the main steel strike. Whatever the past may have held, I hope that the steel workers will go back to work today or next week and that by turning out steel of quality at the right time and at the right price we shall be able to recover many of the orders that have been lost.",01/04/1980,0.2787,,,,
22491,And the Tories.,Mr. Canavan,"On the question of the Labour Party's performance in the local elections in England—my goodness, the Labour Party must have been very disappointed with it.",06/05/1980,0.0407,,,,
22638,asked the Prime Minister if she will list her official engagements for 1 July.,Mr. John Townend,I refer my hon. Friend to the reply which I gave a few moments ago.,01/07/1980,-0.0113,,,,
22785,"May I return to the Prime Minister's advice to unemployed persons to move to other parts of the country, where she claims there are suitable job vacancies? How does she propose to provide those people with suitable and acceptable housing?",Dr. Edmund Marshall,The hon. Member is slightly misconstruing my speech. I said:,29/07/1980,-0.0064,,,,
22932,Would my right hon. Friend care to comment on the disturbing conclusions of the recent inspectors' report on the Inner London Education Authority? Does she agree that unambitious teaching can sometimes negate the desired effect of increased resources in education?,Mr. Butcher,"I have read the report, which was widely published in the press. I agree with what my right hon. and learned Friend the Secretary of State for Education and Science said  yesterday—that the quality of teaching is not to be judged by the amount of money spent upon it, nor specifically by the number of teachers.",13/11/1980,0.3818,,,,
23079,"Will my right hon. Friend take time today to look into the after-effects of strikes? Is she aware that after the engineering strike in 1979, 130,000 jobs were lost, and that after the steel strike last year about 110,000 jobs were lost? What conclusions does she draw from that?",Sir William Clark,"It seems to me that my hon. Friend has drawn the conclusions, almost by virtue of the question, that strikes lose jobs, and the sooner the lesson is learnt the better.",15/01/1981,0.3263,,,,
23226,Will my right hon. Friend confirm that she recognises Israel's right to exist and that the Palestinian Liberation Organisation is still dedicated to the destruction of the Israeli State?,Viscount Cranborne,Of course we recognise Israel's right to exist and behind secure boundaries. We have never recognised the PLO as the sole representative of the Palestinian people because of its relationship with terrorist activities.,10/02/1981,0.0293,,,,
23373,asked the Prime Minister if she will list her official engagements for Thursday 12 March.,Mr. Cyril D. Townsend,I refer my hon. Friend to the reply which I gave some moments ago.,12/03/1981,-0.0069,,,,
23520,"May I first congratulate my right hon. Friend on her most successful tour, and particularly on the way in which she stood up for Britain and British interests?",Mr. Townend,"I thank my right hon. Friend for his congratulations. I confirm that legislation passed by this House about United Kingdom citizens is riot the business of other Powers, although we listen to representations made by old friends. I confirm that the British Nationality Bill will apply equally across all racial boundaries. Indeed, many minority groups here will benefit from its better definition of British citizenship. I confirm that the same laws apply to everyone in the community, and that those who break the law should be punished, irrespective of race or colour.",28/04/1981,0.1671,,,,
23667,"rose�� Stammering is not my usual mode of speech. I shall deal with those other matters in my own time when I feel so inclined. Will the right hon. Lady reconsider her earlier misguided obstinacy? When the people's march reaches London, made up�",Mr. Faulds,"If you were misled, Mr. Speaker, your faith is greater than mine. The answer to the hon. Gentleman is ""No, Sir"".",21/05/1981,0.0159,,,,
23814,asked the Prime Minister if she will list her official engagements for 16 July.,Mr. Butcher,I refer my hon. Friend to the reply that I gave some moments ago.,16/07/1981,-0.0113,,,,
23961,"May I assure my right hon. Friend that if she wants to make an announcement that domestic rates will be abolished in the lifetime of this Parliament, it will be received throughout the country with great and overwhelming support?",Mr. Farr,"I hope that my hon. Friend is correct. I would have to make clear that the revenue that comes from the rating system, both domestic rates and industrial and commercial rates, would have to be replaced by revenue from elsewhere.  One cannot have expenditure not covered by taxation. Only an Opposition of the irresponsibility of the present one would suggest that one could. The difficulty is deciding what taxation should be levied to cover the loss of income from the rating system.",24/11/1981,0.1548,,,,
24108,"Will the Prime Minister take time today to return once again to the dissidents—I do not mean in Poland or Russia—on the Government Back Benches, who in increasing numbers are becoming disillusioned and in some instances diametrically opposed to her policies? For how long does she think she can retain their support? Will she continue to award knighthoods in each Honours List as a means of ensuring support for her and the Government?",Mr. Joseph Dean,For and beyond the lifetime of this Parliament.,02/02/1982,0.002,,,,
24255,"Is the Prime Minister aware that Imperial Tobacco Ltd. has announced 2, 500 redundancies throughout the United Kingdom? As the Exchequer has received so much finance from the tobacco industry, will the right hon. Lady ask her Ministers to consider the social consequences of the redundancies and make representations to Imperial Tobacco.",Mr. Michael Martin,"I can understand the hon. Gentleman's concern for those in his constituency who will be without work. I am sorry, but one cannot urge people to purchase more of the products associated with smoking tobacco. It is a matter of personal choice for the public. We shall have to see whether we can get alternative work for those who will be without work.",16/03/1982,-0.0017,,,,
24402,asked the Prime Minister if she will list her official engagements for Thursday 22 April.,Mr. Parry,I refer the hon. Gentleman to the reply that I gave some moments ago.,22/04/1982,-0.0057,,,,
24549,asked the Prime Minister if she will list her official engagements for 20 May.,Mr.Dubs,I refer the hon. Gentleman to the reply that I gave some moments ago.,20/05/1982,-0.0078,,,,
24696,"Is not the real lesson of the railways dispute in the past few days that the urgent need is to extend and enlarge the democratic procedures of the trade union movement and to increase the use of the secret postal ballot? Will the Prime Minister consider at the Committee stage of the Employment Bill in another place putting in the amendments, in favour of which the Social Democratic Party argued in the Employment Bill Committee?",Dr. Owen,"I agree with the right hon. Gentleman's points about the conclusions to be drawn from what has happened during the dispute with the NUR. Those people can be paid the cost of using a postal ballot, should they wish. I cannot promise to introduce that clause in this Session, but I hope that it will be introduced before the general election.",29/06/1982,0.0339,,,,
24843,"While in no sense seeking to be critical of the rights of the individual to free speech on any issue, may I ask my right hon. Friend whether she agrees that it is a sad day for the Church of England when a group of supposedly eminent—but certainly unrepresentative—clerics seek to undermine the defence of the United Kingdom in so far as they are prepared to shelter under the United States nuclear umbrella——but are not prepared to allow such weapons on United Kingdom soil? Does that not smack of hypocrisy? Would you like me to say it all again, Mr. Speaker?",Mr. Atkins,"I agree with my hon. Friend that nuclear weapons are an essential part of Britain's security. If there were any suggestion of unilateral disarmament, it would threaten the peace and security that we have enjoyed for 37 years. I have read of the report to which my hon. Friend has referred. I agree with him that people have total freedom of speech. However, this is not an official report of the Church of England and I understand that it will not come before the General Synod until next year.",19/10/1982,0.153,,,,
24990,"Even if the right hon. Lady cannot visit Glasgow before early next year, can she tell the House why, of her Cabinet colleagues, only the Secretary of State for Scotland has bothered to go to Glasgow to support the Tory candidate in the Glasgow, Queen's Park by-election? Is she aware that it is because that young man faces such a humiliating defeat that she is ensuring that she has nothing to do with it?",Mr. Maxton,"As that candidate has had the support of our No. 1 politician in Scotland, the excellent Secretary of State for Scotland, I am sure that he is very pleased. I am sure that there is no better candidate than the young man who is standing for the Conservative Party.",30/11/1982,0.3781,,,,
25137,"During the Prime Minister's busy day, could she take the opportunity to ask for the relevant papers from the European Assembly, which has apparently passed a resolution condemning her and the British Government for saying that we should buy British whenever possible? The British Government representative made an abject apology and said that it was not the policy of the British Government that we should buy British, because that is against Common Market rules. Are we to be told by this bureaucratic Jenkins"" assembly that we cannot ask people to buy British?""",Mr. Arthur Lewis,I feel a good deal of sympathy with what the hon. Gentleman says. We are free to choose what we buy. I hope that British goods will soon be better than those of any of our competitors. I believe that we should be free to buy British.,20/01/1983,0.4492,,,,
25284,"asked the Prime Minister how many children were in households living on supplementary benefit in May 1979, 1980, 1981 and 1982, respectively; and if she will estimate the comparable figure for May 1983.",Mr. Andrew F. Bennett,The information that is available for the years in question is as follows:,17/02/1983,0.0146,,,,
25431,asked the Prime Minister if she will list her official engagements for Thursday 17 March.,Mr. Parry,I refer the hon. Gentleman to the reply that I gave some moments ago.,17/03/1983,-0.0069,,,,
25578,asked the Prime Minister if she will list her official engagements for Tuesday 26 April.,Mr. Hannam,I refer my hon. Friend to the reply that I gave some moments ago.,26/04/1983,0.0089,,,,
25725,"Will my right hon. Friend find time today to clarify the situation caused by the Opposition's request for a large number of new Labour peerages? Is my right hon. Friend aware that there is a certain illogicality in the fact that a party which, before the election, campaigned for the abolition of the House of Lords, is now campaigning for 26 of its failed candidates to be sent there?",Mr. Aitken,"I cannot reveal in any way the content of talks between the Leader of the Opposition and myself, which are wholly confidential. It is customary to have a Dissolution honours list, and we are preparing that at present.",30/06/1983,0.0052,,,,
25872,Is my right hon. Friend aware that by the time she comes back to answer questions in the autumn the Labour party will have put up its fourth leader to face her? Can she assure the House that she will give him the same treatment as she has given the others?,Mr. Colvin,"I shall continue to give the facts, to be fair, and to be the essence of sweet reasonableness to the next three as I have with the last three.",28/07/1983,0.1036,,,,
26019,as Baker asked the Prime Minister if she will list her official engagements for 1 December.,Mr. Nichol,I refer my hon. Friend to the reply that I gave some moments ago.,01/12/1983,-0.0073,,,,
26166,"Will the Prime Minister inform the House whether her son received any financial reward whatsoever for his efforts—and her efforts too—on behalf of the Cementation company?— Conservative Members may not want to hear this, but they are going to get it. Did the Prime Minister's son receive any financial reward for his efforts—and her efforts — on behalf of the Cementation company in gaining a contract in Oman? Will she, for the benefit of the country, answer with a straight yes or no?",Mr. Lofthouse,I answer for my public duties from this Dispatch Box.  Members of my family are as much entitled to privacy in going about their private duties as are any other citizens. I refer the hon. Gentleman to what the Select Committee said in 1975:,24/01/1984,0.2637,,,,
26313,"I thank my right hon. Friend for that reply. Does she agree that there is a great future for the coal industry but that the taxpayer cannot for ever continue to pay for old and uneconomic pits through Government spending, which this year will exceed £1 billion? Does she share my hope that the miners' trade unions will eventually understand that the best hope for jobs for their members lies in new and profitable developments in new coalfields and not in support for the dying or the dead?",Mr. Brinton,"I agree with my hon. Friend that there is a great future for a productive, profitable and well-paid mining industry. The ""Plan for Coal"" and its revision consisted of three parts. The first was good investment for the industry. That has been honoured. Since 1979, through the taxpayer, the Government have provided about �2 million per day investment in coal mining. The second part was increased productivity'. Productivity was due to increase by about 4 per cent. per annum. That was 10 years ago and it has risen by only 4�7 per cent. over the whole period. The third part was the closure programme, which is also behind. If we concentrate on putting investment into the good pits and carry out the rest of the programme, there is a good future for the industry.",08/03/1984,0.191,,,08/03/1984,0.191
26460,asked the Prime Minister if she will list her official engagements for Tuesday 10 April.,Mr. Leighton,I refer the hon. Gentleman to the reply that I gave some moments ago.,10/04/1984,0.0089,,,,
26607,"Given that the so-called peace movement declined rapidly once we deployed cruise missiles, will my right hon. Friend take time today to convey to the Dutch people and Parliament the vital importance of that country meeting its obligation to install 48 cruise missiles, because if it fails to do so Belgium might waiver, the Alliance upon which all our freedoms depend might be damaged and the sinister forces that threaten those freedoms might be given new heart?",Mr. Leigh,"If not today, we have brought, and will continue to bring, to the attention of the Dutch people and their Government the importance of their honouring their commitment on cruise missiles, for the reasons which my hon. Friend mentioned.",17/05/1984,0.2304,,,,
26754,asked the Prime Minister if she will list her official engagements for Thursday 28 June.,Mr. Freud,I refer the hon. Gentleman to the reply that I gave some moments ago.,28/06/1984,-0.0121,,,,
26901,asked the Prime Minister if she will list her official engagements for Thursday 26 July.,Mr. Thurnham,I refer my hon. Friend to the reply that I gave earlier.,26/07/1984,-0.0194,,,,
27048,asked the Prime Minister if she will list her official engagements for Thursday 22 November.,Mrs. Peacock,I refer my hon. Friend to the reply that I gave some minutes ago.,22/11/1984,-0.0045,,,,
27195,asked the Prime Minister if she will list her official engagements for Tuesday 22 January.,Mr. Kilroy-Silk,This morning I had meetings with ministerial colleagues and others. In addition to my duties in the House I shall be having further meetings later today.,22/01/1985,-0.0005,,,,
27342,asked the Prime Minister if she will list her official engagements for Tuesday 19 February.,Mr. Fox,I refer my hon. Friend to the reply that I gave some moments ago.,19/02/1985,0.0109,,,,
27489,Is it not extraordinary that the Chief of Defence Procurement cannot be shown the documents affecting a £200 million contract? Is it not extraordinary that he was a political adviser who was then illegally appointed to be a permanent civil servant? Is it not time that the Prime Minister withdrew that appointment and did not continue to compromise the integrity of the Civil Service in the way that she has done?,Dr. Owen,"The integrity of the Civil Service has not been compromised. I should have thought that the right hon. Gentleman would agree with many people who think that it is right that there should be more interchange between business and the Civil Service. It is often thought that that is one of the ways of increasing the knowledge of the Civil Service of business and how it works. As the right hon. Gentleman knows, permission has been given by the commissioners of the Civil Service for the appointment, which has now taken effect.",21/03/1985,0.4664,,,,
27636,"The Prime Minister continually boasts about the success of her monetarist policies. Is she aware that redundancies in two more factories in my constituency have been revealed to me this week? Bearing in mind that revaluation in Scotland and the fact that the  increases in rates will cause further closures and redundancies, will she tell the House what she intends to do about the situation, before she tells the Tory party conference in Perth?",Mr. James Hamilton,"With regard to further redundancies, especially in manufacturing industry, the hon. Gentleman will be aware that we can continue to increase production with fewer people employed. That is one of the problems of a technological revolution. As for the rate burden, the hon. Gentleman will be aware that part of the increase is due to the very high spending of Labour councils, which are much higher spenders than Conservative councils.",25/04/1985,0.1253,,,,
27783,asked the Prime Minister if she will list her official engagements for Thursday 6 June.,Mr. Terry Davis,I refer the hon. Gentleman to the reply that I gave some moments ago.,06/06/1985,-0.0121,,,,
27930,"Has my right hon. Friend seen the policy of the Leader of the Opposition for reducing unemployment, in which he said that he would keep children at school for much longer and retire people much earlier, without producing one extra new job? Does that not show that the Labour party's policies are an absolute farce?",Mr. Ashby,"The Labour party's policies consist of spending more money but not knowing where it will come from. I note that in the book ""Inside the Treasury"", published after the election, Lord Barnett, then Joel Barnett, said:",04/07/1985,0.2378,,,,
28077,"Does the Prime Minister recall telling the severely disabled bandsmen of the Royal Green Jackets who were injured in the outrage that killed eight of their comrades that they would never want for anything? Has the right hon. Lady now read of their poverty and sense of betrayal? Has she read that, according to the Daily Mail, the mother of ex-corporal David Timms wrote to her last June and was still awaiting a reply last Friday? How does the right hon. Lady react to that bitter criticism?",Mr. Alfred Morris,"If that is so, I should have hoped that the right hon. Gentleman would contact my office. We shall certainly look into the matter most urgently. I understand that the MOD's obligations with regard to the financial support that it should give have been met. I understand that a number of the bandsmen have already received compensation under the criminal injuries legislation and that the MOD is doing all it can to help the others to secure compensation. I shall look further into the right hon. Gentleman's point.",14/11/1985,0.0621,,,,
28224,"Will my right hon. Friend take time today to have discussions with the Secretary of State for Trade and Industry with a view to referring to the Monopolies and Mergers Commission the bid by Argyll for the Distillers Company, which represents more than 50 per cent. of the entire Scottish whisky industry, which has enormous implications for employment throughout Great Britain, and which company provides about £1 billion to the Treasury, making this a matter of national interest?",Mr. Fairbairn,"As my hon. and learned Friend will be aware, my right hon. Friend will take advice from the Director General of Fair Trading and anyone else whom he wishes to consult. I shall draw my hon. and learned Friend's remarks to his attention, but in the end the decision is solely for the Secretary of State for Trade and Industry.",12/12/1985,0.3145,,,,
28371,"Today unemployment reached 3·4 million, the highest ever. When unemployment was 1·1 million in 1979 the Prime Minister confidently promised that she would reduce it. Will she give the same promise now?",Mr. Kinnock,"I am the first to admit that, following several months of falling unemployment, the unemployment figures published today are deeply disappointing. Just as we did not claim that last year's figures meant a reverse of the trend when they were better, so it is too early to say that two months' poor figures indicate that unemployment is rising. The fact remains that the number of people in work has increased by over 700,000 since March 1984.",30/01/1986,0.3673,,,,
28518,Does the Prime Minister realise that hundreds of thousands of her fellow citizens whom she regards as no less British than her own constituents in London are looking to her to defend with courage and visibility their rights and their status?,Mr. J. Enoch Powell,"The right hon. Gentleman is aware that I am to see leaders of the Unionist parties next week, and the SDLP after that. I hope and believe that people who are completely Unionist in Northern Ireland will accept the decisions of this House.",20/02/1986,0.0027,,,,
28665,"Will the Prime Minister explain to the House how it is that, when Sunday trading was not in the Conservative manifesto at the last election, the Government are intending to introduce the Bill to this House next week on a three-line Whip? Should there not be some issues left to a conscientious free vote of the majority of Members of this House?",Mr. Steel,"The right hon. Gentleman will remember that we have had the Auld committee report, that it made a full report on Sunday trading, that the Bill has been through the other place and that it will shortly be coming before the House. He knows that whipping is never decided until much nearer the time.",08/04/1986,0.0859,,,,
28812,asked the Prime Minister if she will list her official engagements for Thursday.,Mr. Pavitt,I refer the hon. Gentleman to the reply that I gave some moments ago.,01/05/1986,-0.0116,,,,
28959,asked the Prime Minister if she will list her official engagements for Thursday 5 June.,Mr. Redmond,I refer the hon. Gentleman to the reply that I gave some moments ago.,05/06/1986,-0.0121,,,,
29106,"May I ask the right hon. Lady to take the advice of Her Majesty's inspectors, who have a non-partisan interest in these matters, and to inquire of them whether they believe that the way to repair the grave shortages in the education system is to pay premiums to some teachers, with all the consequences of demoralisation that will occur— that is the reality, I give fair warning—in other areas of the curriculum that are vital, although not so subject to shortages at present?",Mr. Kinnock,"The right hon. Gentleman asked about getting specialist teachers in mathematics and physics. Therefore, he accepts that children need extra teachers. I am saying that one way of getting them— possibly the only effective way— is to pay a premium. He is saying that he would rather we did not have teachers and that the children did not get them.",03/07/1986,0.1835,,,,
